id,height,country,distance,dock,rank,function,usage,dose,count,max,weight,cat1,class,age,target
8630,42076.29,CO-E,27897,DO-B,RA-19,FU-F,3990,4853,25428,9819,70251.0768,CA-5,CL-18,10804,TA-3
8631,50741.77,CO-2,39294,DO-F,RA-5,FU-9,4650,2028,12901,6453,52235.6426,CA-9,CL-F,3344,TA-1
8632,64686.29,CO-B,40852,DO-12,RA-20,FU-12,5076,480,10252,10442,80851.4432,CA-2A,CL-4,6156,TA-4
8633,62828.56,CO-3,58396,DO-12,RA-0,FU-A,4210,7998,32418,9803,NA,CA-21,CL-4,13958,TA-3
8634,61328.87,CO-12,40063,DO-7,RA-C,FU-16,6469,10847,4411,6628,47574.1226,CA-14,CL-1C,13499,TA-4
8635,55717.9,CO-C,36802,DO-10,RA-9,FU-C,7209,2309,14526,11641,22513.1088,CA-17,CL-25,7690,TA-2
8636,47502.34,CO-10,33393,DO-1,RA-3,FU-7,4106,8034,31475,8276,23192.2492,CA-8,CL-1D,1594,TA-0
8637,48560.96,CO-B,42996,DO-10,RA-1D,FU-22,5740,4371,4919,7743,36962.3375,CA-16,CL-24,8538,TA-3
8638,48802.36,CO-A,37195,DO-E,RA-25,FU-2B,4654,6058,4864,9924,52972.5263,CA-4,CL-25,7169,TA-3
8639,57884.09,CO-14,30724,DO-7,RA-10,FU-6,5948,5150,32420,7214,37430.5484,CA-14,CL-1D,11955,TA-3
8640,54923.18,CO-A,60731,DO-6,RA-7,FU-11,5749,2845,14997,9109,1189.3279,CA-2B,CL-1E,7651,TA-1
8641,36728.91,CO-1,30188,DO-8,RA-23,FU-3,3424,1393,20443,6589,26955.5149,CA-C,CL-A,4017,TA-0
8642,56477.41,CO-D,48304,DO-4,RA-5,FU-25,4012,7830,16410,6553,39473.2916,CA-10,CL-17,780,TA-1
8643,50090.75,CO-14,32157,DO-7,RA-28,FU-D,5642,797,15103,7580,53197.9795,CA-12,CL-20,12491,TA-3
8644,50825.56,CO-4,46908,DO-5,RA-16,FU-10,5530,2473,32617,12974,1508.4453,CA-20,CL-13,3096,TA-4
8645,44187.71,CO-F,23382,DO-4,RA-4,FU-23,4886,5290,35925,9486,13399.1668,CA-1C,CL-3,5007,TA-0
8646,47218.56,CO-14,41305,DO-8,RA-5,FU-3,7224,3581,12196,6706,2372.9245,CA-1C,CL-17,7447,TA-1
8647,61681.13,CO-7,46415,DO-12,RA-3,FU-C,6914,3721,9805,7808,72806.018,CA-22,CL-3,4036,TA-4
8648,50582.1,CO-11,55022,DO-D,RA-20,FU-F,4920,530,5276,10201,13976.4792,CA-16,CL-1A,4888,TA-3
8649,49901.48,CO-14,27152,DO-12,RA-1C,FU-1C,2656,5681,1449,10389,13346.8885,CA-14,CL-19,12463,TA-3
8650,51449.11,CO-10,45620,DO-A,RA-20,FU-13,5789,10591,22181,6839,74456.4924,CA-26,CL-20,11055,TA-4
8651,64836.98,CO-11,58047,DO-F,RA-11,FU-14,7586,4231,4371,8658,4635.1405,CA-16,CL-1A,13153,TA-3
8652,65528.16,CO-0,37060,DO-C,RA-1F,FU-1,6450,9365,5806,10655,NA,CA-1C,CL-B,1739,TA-3
8653,51852.09,CO-0,38951,DO-8,RA-23,FU-1E,5511,326,31602,7194,23390.6637,CA-27,CL-0,7962,TA-0
8654,52434.71,CO-C,35341,DO-12,RA-22,FU-13,6126,2740,35676,8004,43303.3754,CA-15,CL-C,12871,TA-3
8655,54071.64,CO-8,37807,DO-4,RA-22,FU-18,2945,6792,30587,6203,20485.8401,CA-11,CL-1A,7133,TA-0
8656,47198.31,CO-B,15882,DO-B,RA-6,FU-1A,5567,5525,12387,7853,8885.5845,CA-3,CL-14,13454,TA-0
8657,62858.48,CO-C,52899,DO-7,RA-10,FU-1B,6513,7980,36086,8298,50690.8938,CA-10,CL-14,696,TA-3
8658,49844.43,CO-13,34553,DO-5,RA-25,FU-23,8021,5627,28708,11119,6928.284,CA-3,CL-19,10404,TA-2
8659,74772.57,CO-13,32831,DO-F,RA-1E,FU-9,5482,7611,2428,7941,66192.092,CA-D,CL-1E,7167,TA-4
8660,45776.4,CO-5,43792,DO-5,RA-17,FU-26,5875,6457,29654,10860,49331.3412,CA-A,CL-A,4424,TA-3
8661,50561.26,CO-C,25571,DO-1,RA-E,FU-18,5622,8504,2051,7969,69596.7336,CA-2B,CL-2,905,TA-2
8662,65260.7,CO-E,43831,DO-D,RA-24,FU-22,5881,1620,17567,11471,48595.7015,CA-1D,CL-12,11936,TA-4
8663,65037.4,CO-E,27884,DO-5,RA-1F,FU-2,8060,8242,20906,9728,6731.0919,CA-2A,CL-21,14411,TA-3
8664,37405.28,CO-0,46892,DO-9,RA-3,FU-13,5365,9336,13752,11247,11972.7656,CA-3,CL-26,11303,TA-0
8665,72762.75,CO-C,36674,DO-8,RA-25,FU-2B,4234,10043,7481,6374,53943.3104,CA-0,CL-5,1253,TA-2
8666,55468.92,CO-8,17420,DO-4,RA-1D,FU-22,7285,6610,20412,9728,39248.1731,CA-D,CL-20,8370,TA-1
8667,57570.71,CO-14,53592,DO-3,RA-1A,FU-1C,4493,7011,13632,8014,48725.031,CA-22,CL-1C,11522,TA-4
8668,34358.25,CO-F,33526,DO-D,RA-0,FU-F,4017,4387,6976,10131,25008.1134,CA-23,CL-21,1110,TA-1
8669,44163.91,CO-F,43778,DO-5,RA-29,FU-2B,6144,7161,15147,10326,4315.1576,CA-24,CL-A,9359,TA-2
8670,53203.51,CO-2,38371,DO-3,RA-1B,FU-A,4295,7750,24330,6320,30522.2376,CA-D,CL-1B,12747,TA-0
8671,44594.29,CO-10,22949,DO-B,RA-1B,FU-0,5365,2780,32808,9954,5915.742,CA-3,CL-22,6451,TA-1
8672,37989.5,CO-5,45113,DO-1,RA-12,FU-1E,2382,1996,29310,9823,80474.7461,CA-A,CL-F,9613,TA-0
8673,41691.95,CO-A,38982,DO-12,RA-1C,FU-A,6368,10963,23365,10151,24695.4939,CA-2B,CL-24,11638,TA-4
8674,44475.49,CO-F,36674,DO-A,RA-7,FU-11,7262,9060,36570,10013,64789.3904,CA-26,CL-11,11972,TA-4
8675,38737.0,CO-5,32395,DO-6,RA-E,FU-8,5409,8218,16678,10732,49439.1971,CA-13,CL-1B,4417,TA-1
8676,43787.23,CO-10,40116,DO-1,RA-14,FU-15,6654,2666,16857,3504,47118.2931,CA-18,CL-0,2771,TA-4
8677,54030.42,CO-B,43507,DO-7,RA-27,FU-21,5023,3707,35929,9781,12888.0076,CA-0,CL-4,5849,TA-0
8678,26519.75,CO-12,38645,DO-C,RA-25,FU-15,5163,1040,14242,7975,56686.7027,CA-19,CL-1C,6169,TA-3
8679,49118.22,CO-11,41698,DO-5,RA-10,FU-4,4467,2801,14562,12151,43152.3934,CA-21,CL-2,7936,TA-0
8680,45497.43,CO-F,40500,DO-1,RA-9,FU-17,2570,9791,29176,1197,13520.6221,CA-29,CL-5,9462,TA-1
8681,67739.49,CO-6,37142,DO-F,RA-1C,FU-5,6852,9442,10695,10125,50668.6012,CA-1A,CL-26,13148,TA-4
8682,53271.97,CO-C,33649,DO-E,RA-27,FU-1B,6461,5605,31187,8411,30675.3091,CA-4,CL-16,12231,TA-2
8683,27141.17,CO-D,42127,DO-5,RA-1B,FU-A,7325,1324,26714,11371,64946.2507,CA-1C,CL-26,10659,TA-4
8684,33891.15,CO-2,44311,DO-A,RA-E,FU-13,6831,3263,32820,8027,55069.9537,CA-16,CL-E,10470,TA-2
8685,43316.22,CO-2,34172,DO-8,RA-1C,FU-4,6667,3202,36678,10275,49827.535,CA-2A,CL-11,11444,TA-3
8686,33101.66,CO-1,50270,DO-4,RA-18,FU-2A,6067,9910,3420,7927,18310.6078,CA-18,CL-4,5077,TA-0
8687,73919.24,CO-C,17822,DO-7,RA-1B,FU-C,3661,2293,11973,14211,29618.0316,CA-10,CL-24,9590,TA-3
8688,35871.34,CO-5,39022,DO-0,RA-20,FU-28,5117,9976,18265,9170,85132.7451,CA-A,CL-23,10746,TA-3
8689,31712.39,CO-6,47219,DO-7,RA-6,FU-1B,4506,682,7030,10264,NA,CA-11,CL-E,2598,TA-1
8690,65025.36,CO-6,53258,DO-6,RA-28,FU-13,5311,2798,17536,5312,37467.5693,CA-12,CL-19,10966,TA-2
8691,46636.3,CO-8,27678,DO-5,RA-9,FU-1A,4926,2039,32387,8455,13546.1029,CA-11,CL-1B,5549,TA-0
8692,50761.79,CO-3,45489,DO-8,RA-25,FU-26,6946,4493,18301,9896,66526.3487,CA-1B,CL-13,2448,TA-3
8693,51656.09,CO-1,41950,DO-5,RA-F,FU-23,4310,1707,9313,7821,19564.0838,CA-C,CL-1F,4440,TA-0
8694,39159.38,CO-10,39784,DO-4,RA-7,FU-1,4377,7788,10308,9696,82122.5571,CA-12,CL-1F,10443,TA-3
8695,40463.24,CO-7,22972,DO-10,RA-1C,FU-1C,4542,7291,21851,5290,49981.1094,CA-2A,CL-20,11530,TA-2
8696,41834.95,CO-4,26876,DO-D,RA-22,FU-21,5137,259,30548,7930,24252.7134,CA-19,CL-21,12449,TA-1
8697,70684.88,CO-13,37535,DO-B,RA-5,FU-2,4342,9383,32654,6749,69333.1973,CA-11,CL-1A,3759,TA-4
8698,69920.52,CO-11,38330,DO-E,RA-E,FU-E,6301,2369,16357,7960,NA,CA-2B,CL-21,6544,TA-4
8699,57387.19,CO-7,25933,DO-5,RA-25,FU-1,4253,3550,25480,7630,7504.8296,CA-17,CL-D,8099,TA-0
8700,51101.07,CO-0,35131,DO-3,RA-13,FU-22,6317,458,17265,6078,27383.435,CA-1B,CL-9,12098,TA-1
8701,41965.0,CO-0,30963,DO-E,RA-8,FU-0,5498,1308,6266,9034,83189.5327,CA-27,CL-1,1101,TA-2
8702,59284.34,CO-13,40237,DO-E,RA-1C,FU-17,6740,8833,14891,8771,10228.0059,CA-3,CL-6,12493,TA-2
8703,58442.2,CO-8,30526,DO-E,RA-E,FU-1A,5156,4863,27413,9887,19234.7337,CA-18,CL-E,5218,TA-1
8704,43059.4,CO-F,38091,DO-12,RA-0,FU-15,5337,3237,36156,8634,17965.0661,CA-1,CL-6,6615,TA-0
8705,47437.39,CO-C,37991,DO-B,RA-13,FU-23,4510,10050,14115,8749,80032.1852,CA-24,CL-13,4893,TA-4
8706,59049.97,CO-7,37472,DO-3,RA-5,FU-9,6074,6216,35255,7754,12844.5688,CA-29,CL-17,4031,TA-1
8707,49015.84,CO-B,49741,DO-11,RA-27,FU-F,4695,8149,26955,9774,46115.428,CA-B,CL-17,8959,TA-4
8708,42977.47,CO-7,50642,DO-9,RA-16,FU-9,5210,10704,25049,8419,7272.3789,CA-2C,CL-C,9014,TA-2
8709,57691.14,CO-E,40492,DO-6,RA-11,FU-A,5428,8445,20886,9258,51416.6834,CA-26,CL-8,13509,TA-3
8710,62811.18,CO-0,38666,DO-10,RA-2,FU-20,5023,10700,1809,9093,NA,CA-E,CL-B,4346,TA-1
8711,58568.04,CO-F,32498,DO-B,RA-10,FU-F,7467,887,7129,8587,36775.6293,CA-21,CL-B,1487,TA-2
8712,58215.44,CO-2,47686,DO-3,RA-1D,FU-1E,6060,686,27381,11622,NA,CA-16,CL-22,9809,TA-3
8713,43267.52,CO-1,31472,DO-C,RA-29,FU-2B,6412,9299,17703,10243,61273.0535,CA-16,CL-22,6839,TA-4
8714,48886.93,CO-11,60705,DO-9,RA-19,FU-14,4628,1097,812,10434,NA,CA-17,CL-25,11113,TA-4
8715,49458.9,CO-14,34530,DO-12,RA-1D,FU-13,4015,6274,4455,12783,27531.0659,CA-21,CL-1F,8081,TA-4
8716,48181.77,CO-C,42536,DO-11,RA-E,FU-24,6952,1221,23631,5462,9353.8694,CA-1F,CL-23,2815,TA-3
8717,54011.74,CO-5,32722,DO-5,RA-7,FU-1,6105,7674,3325,7996,80446.5521,CA-1E,CL-11,1955,TA-3
8718,56617.5,CO-8,30951,DO-C,RA-28,FU-23,4007,10688,7758,4668,10706.8918,CA-D,CL-18,3730,TA-1
8719,44402.47,CO-A,35076,DO-3,RA-2,FU-2A,4473,9056,34960,9192,54046.8982,CA-1B,CL-23,1903,TA-2
8720,34934.63,CO-6,50803,DO-6,RA-16,FU-A,5720,1417,28554,6706,NA,CA-26,CL-23,7585,TA-0
8721,59944.56,CO-7,44674,DO-4,RA-3,FU-29,4926,9187,15724,6398,76867.6962,CA-10,CL-0,12596,TA-2
8722,57368.48,CO-4,52298,DO-F,RA-29,FU-D,4570,5984,33430,8042,55516.7654,CA-A,CL-25,7962,TA-4
8723,29890.69,CO-E,38273,DO-A,RA-1F,FU-1E,5982,10854,18727,8447,77903.8499,CA-28,CL-23,9078,TA-4
8724,53534.23,CO-9,49567,DO-10,RA-0,FU-23,4969,7051,10766,8467,18240.3435,CA-13,CL-1,895,TA-1
8725,42555.94,CO-D,61180,DO-B,RA-28,FU-1C,6017,8068,18906,7998,36437.0778,CA-23,CL-17,4404,TA-4
8726,35729.42,CO-11,41855,DO-8,RA-18,FU-21,4995,5269,7610,7557,62019.9569,CA-27,CL-6,10653,TA-2
8727,49515.61,CO-4,38185,DO-10,RA-11,FU-6,6632,7893,2968,7190,41496.5248,CA-17,CL-4,6946,TA-3
8728,57958.03,CO-12,43330,DO-10,RA-1C,FU-22,6633,4581,24223,8899,29688.0966,CA-2A,CL-3,7996,TA-4
8729,51163.37,CO-14,28098,DO-10,RA-A,FU-21,4141,4218,15234,11203,NA,CA-2D,CL-11,9945,TA-4
8730,34312.49,CO-A,55014,DO-2,RA-1B,FU-6,6212,977,19488,8654,34521.6767,CA-18,CL-11,13529,TA-1
8731,64808.65,CO-5,52188,DO-0,RA-26,FU-25,4755,5203,8188,9306,17615.9197,CA-11,CL-E,537,TA-1
8732,52986.59,CO-D,26334,DO-9,RA-27,FU-26,5743,8457,36105,6827,26643.115,CA-11,CL-B,9996,TA-1
8733,51021.74,CO-3,35908,DO-9,RA-8,FU-B,6925,6552,29681,7536,69496.7201,CA-16,CL-1C,13436,TA-3
8734,28237.08,CO-C,46662,DO-C,RA-19,FU-1C,5120,10089,2155,8585,72747.1447,CA-24,CL-1B,5647,TA-4
8735,65767.12,CO-10,32648,DO-C,RA-5,FU-B,6224,5762,5216,10115,40010.524,CA-2C,CL-21,11060,TA-3
8736,55255.99,CO-3,34884,DO-4,RA-D,FU-E,4961,9114,3941,9248,23274.7868,CA-3,CL-15,12865,TA-0
8737,61378.29,CO-0,28712,DO-F,RA-D,FU-1C,5263,9176,30409,6297,50087.5738,CA-9,CL-14,14100,TA-2
8738,58064.88,CO-E,33109,DO-0,RA-16,FU-25,3096,6938,7196,8749,32369.5458,CA-4,CL-2,9745,TA-0
8739,58024.09,CO-14,51998,DO-8,RA-19,FU-F,6119,4284,6807,9045,75251.7012,CA-17,CL-1B,10973,TA-4
8740,33060.7,CO-12,41608,DO-F,RA-1,FU-13,5233,4877,29597,8357,26815.9859,CA-10,CL-9,10974,TA-1
8741,55247.53,CO-4,16116,DO-3,RA-18,FU-1C,6520,1827,11074,12074,66397.384,CA-22,CL-20,13795,TA-4
8742,63007.49,CO-13,34056,DO-10,RA-1C,FU-3,6695,5353,28272,7230,13509.5333,CA-1A,CL-17,2899,TA-3
8743,73195.59,CO-12,28593,DO-1,RA-19,FU-2A,3962,9272,3284,9319,73751.1972,CA-1D,CL-18,12165,TA-4
8744,38375.31,CO-14,31977,DO-C,RA-9,FU-14,5933,10184,5143,9210,81977.0927,CA-23,CL-C,13322,TA-4
8745,49181.67,CO-12,36385,DO-2,RA-13,FU-3,6510,1749,10716,8556,11232.8357,CA-2C,CL-19,12389,TA-1
8746,36957.71,CO-4,36885,DO-F,RA-17,FU-25,2998,7618,25701,6660,58882.0683,CA-8,CL-13,6146,TA-0
8747,67186.71,CO-F,42026,DO-3,RA-7,FU-1C,5307,7270,4705,10226,NA,CA-A,CL-1,10537,TA-2
8748,53730.75,CO-C,48469,DO-7,RA-1F,FU-17,6051,7865,28029,10779,34534.3975,CA-13,CL-22,4701,TA-4
8749,46754.13,CO-8,38557,DO-F,RA-1,FU-2,2833,1164,17197,7027,21809.8519,CA-D,CL-2,1750,TA-0
8750,56368.31,CO-B,34366,DO-E,RA-8,FU-1F,4432,8427,2132,10487,18680.4954,CA-1A,CL-12,11172,TA-1
8751,35128.16,CO-2,30774,DO-12,RA-29,FU-9,7200,1739,1184,9542,42466.135,CA-19,CL-4,11555,TA-2
8752,58362.22,CO-A,47569,DO-8,RA-22,FU-19,4955,10692,24833,7150,32826.1648,CA-16,CL-19,13642,TA-3
8753,54943.91,CO-B,50914,DO-3,RA-23,FU-1D,6085,1427,1365,9048,37660.0817,CA-0,CL-19,13476,TA-1
8754,54834.93,CO-B,27539,DO-4,RA-1B,FU-E,3439,4289,17854,10525,19538.2678,CA-3,CL-D,4927,TA-0
8755,66788.34,CO-E,35788,DO-E,RA-24,FU-3,4778,3651,26540,9365,26988.0321,CA-29,CL-1C,13900,TA-4
8756,49262.7,CO-A,28679,DO-5,RA-F,FU-1D,5169,4353,23800,9641,10676.2535,CA-2,CL-25,11297,TA-0
8757,49474.88,CO-9,31955,DO-A,RA-C,FU-0,2816,1992,11970,5350,65376.6369,CA-14,CL-6,7934,TA-1
8758,60108.33,CO-9,45880,DO-3,RA-5,FU-28,6298,4806,4992,9417,80364.8269,CA-1D,CL-22,11831,TA-3
8759,41202.83,CO-8,42507,DO-F,RA-29,FU-28,8027,10528,23208,11611,43547.9782,CA-26,CL-23,8161,TA-4
8760,36648.33,CO-A,29824,DO-4,RA-0,FU-A,6528,7966,3086,10235,50432.0824,CA-4,CL-7,7247,TA-0
8761,41986.18,CO-F,41559,DO-8,RA-29,FU-10,6249,10939,837,5644,35345.1084,CA-8,CL-11,13389,TA-2
8762,78850.43,CO-2,15707,DO-7,RA-A,FU-17,4339,2972,19988,9766,25390.0631,CA-24,CL-B,13253,TA-0
8763,51060.07,CO-12,35427,DO-2,RA-C,FU-1E,5337,7855,12018,6197,63399.4903,CA-3,CL-10,9331,TA-2
8764,58533.03,CO-5,51896,DO-7,RA-1B,FU-A,4892,6942,21772,12039,83571.8187,CA-1E,CL-10,9830,TA-4
8765,65111.45,CO-12,27109,DO-C,RA-17,FU-15,5099,4395,24948,9467,24841.9309,CA-1C,CL-1E,8695,TA-3
8766,41191.77,CO-12,66224,DO-0,RA-25,FU-E,5646,2181,18734,7404,23801.9235,CA-8,CL-D,12215,TA-1
8767,64517.38,CO-3,34402,DO-E,RA-D,FU-9,4019,308,24569,6406,6849.5746,CA-2B,CL-A,532,TA-1
8768,49604.67,CO-3,42820,DO-10,RA-23,FU-22,5468,6591,21835,8519,40538.1884,CA-27,CL-1A,8509,TA-4
8769,49080.12,CO-7,20360,DO-3,RA-17,FU-2A,5578,3755,9144,9153,6062.2874,CA-1,CL-0,4233,TA-0
8770,54558.13,CO-14,38086,DO-8,RA-25,FU-29,4487,1404,13268,9687,3579.4,CA-2C,CL-17,821,TA-2
8771,56648.54,CO-12,48398,DO-12,RA-20,FU-1B,8027,9010,7615,6829,20251.0942,CA-10,CL-3,12774,TA-3
8772,31364.84,CO-3,21873,DO-F,RA-22,FU-13,3342,6927,25097,3857,23389.233,CA-18,CL-16,6350,TA-0
8773,59269.1,CO-1,39266,DO-2,RA-6,FU-18,4136,3199,8671,8013,22257.8967,CA-1D,CL-17,5085,TA-0
8774,50098.98,CO-B,31054,DO-11,RA-0,FU-14,6431,4257,8295,9998,NA,CA-8,CL-21,10145,TA-2
8775,35943.39,CO-8,32682,DO-B,RA-9,FU-10,6353,8286,28236,6317,36686.6979,CA-1C,CL-7,4401,TA-2
8776,46698.71,CO-5,22803,DO-10,RA-27,FU-1A,4810,2124,974,11707,54798.4646,CA-2A,CL-20,6264,TA-4
8777,42123.27,CO-4,40665,DO-C,RA-11,FU-19,4945,1218,30165,10865,18724.491,CA-3,CL-12,7478,TA-0
8778,54355.87,CO-8,22262,DO-2,RA-3,FU-F,4455,1815,32913,8837,7752.8709,CA-11,CL-23,10948,TA-0
8779,55325.16,CO-8,51424,DO-11,RA-3,FU-B,4815,332,30839,5881,NA,CA-28,CL-24,13988,TA-4
8780,66159.34,CO-9,24900,DO-8,RA-11,FU-12,6473,2606,33939,8975,64242.9235,CA-20,CL-D,10617,TA-2
8781,46106.27,CO-E,33556,DO-7,RA-B,FU-6,4493,7431,10407,7136,NA,CA-9,CL-19,6533,TA-2
8782,31518.99,CO-E,31229,DO-10,RA-19,FU-10,5747,2099,4653,7296,60282.195,CA-B,CL-19,10399,TA-2
8783,52987.3,CO-14,43635,DO-9,RA-14,FU-15,3070,842,35733,11476,1662.9605,CA-28,CL-16,13718,TA-0
8784,45976.56,CO-10,38799,DO-7,RA-1B,FU-F,4135,1631,14908,9096,NA,CA-3,CL-2,4285,TA-1
8785,60947.56,CO-C,37018,DO-D,RA-1E,FU-D,5402,8728,8378,11623,1576.0995,CA-4,CL-25,12331,TA-2
8786,57982.16,CO-1,18541,DO-D,RA-20,FU-1,5467,4932,3516,9119,10849.6552,CA-E,CL-14,826,TA-0
8787,25292.17,CO-11,42604,DO-11,RA-1E,FU-1A,3590,3218,17917,3787,NA,CA-16,CL-14,655,TA-0
8788,47857.45,CO-6,46778,DO-E,RA-1B,FU-E,7094,3289,32171,7087,3670.5451,CA-B,CL-12,14175,TA-0
8789,25428.6,CO-E,19448,DO-10,RA-22,FU-1B,5196,4545,28892,10434,39406.4582,CA-19,CL-1B,3072,TA-2
8790,57177.48,CO-B,19946,DO-11,RA-8,FU-29,3647,5638,10759,10483,83674.7442,CA-19,CL-8,1591,TA-3
8791,53770.87,CO-11,44345,DO-8,RA-20,FU-29,4653,4233,10227,8226,28462.9334,CA-6,CL-20,3213,TA-2
8792,41625.97,CO-B,34992,DO-2,RA-0,FU-29,3716,4210,22931,9242,31382.3015,CA-12,CL-1D,1255,TA-0
8793,34828.24,CO-0,37069,DO-5,RA-D,FU-7,5929,4057,34171,7978,20090.6955,CA-27,CL-13,6959,TA-0
8794,57928.83,CO-3,36739,DO-10,RA-18,FU-1,5057,4443,15372,10685,74151.2705,CA-29,CL-13,14372,TA-4
8795,48706.15,CO-10,44333,DO-7,RA-A,FU-10,6010,6119,21635,8194,41274.0425,CA-5,CL-2,5967,TA-1
8796,59225.35,CO-5,40958,DO-3,RA-23,FU-1,5967,9369,31799,12056,56739.6034,CA-13,CL-22,12302,TA-4
8797,29241.53,CO-4,36258,DO-0,RA-20,FU-4,7437,6835,19670,911,44785.8288,CA-B,CL-11,9010,TA-0
8798,55080.79,CO-F,43855,DO-3,RA-1,FU-14,6587,1566,17560,8456,NA,CA-3,CL-19,6977,TA-2
8799,58712.04,CO-4,42440,DO-9,RA-17,FU-14,5709,9341,4106,10469,46839.0219,CA-1A,CL-15,12021,TA-4
8800,58904.78,CO-11,53550,DO-5,RA-19,FU-6,6394,7110,32354,7279,21198.3065,CA-23,CL-10,3259,TA-3
8801,36962.05,CO-9,48938,DO-6,RA-1F,FU-1A,2597,7192,29691,4460,35071.5489,CA-1,CL-15,2217,TA-0
8802,48612.43,CO-14,30167,DO-C,RA-0,FU-E,3769,513,21207,9670,NA,CA-A,CL-17,4472,TA-2
8803,54207.05,CO-D,45887,DO-8,RA-21,FU-17,5861,10657,1519,8144,NA,CA-28,CL-D,4596,TA-4
8804,58380.19,CO-12,40236,DO-12,RA-7,FU-13,4219,5898,8924,10329,5728.0466,CA-25,CL-F,10146,TA-2
8805,56451.92,CO-5,44314,DO-7,RA-6,FU-0,6466,3269,20488,7912,22740.3131,CA-6,CL-23,10491,TA-0
8806,38231.16,CO-B,41169,DO-D,RA-19,FU-F,5740,7592,1729,6252,41361.9502,CA-5,CL-2,11011,TA-0
8807,56324.64,CO-B,41257,DO-8,RA-24,FU-27,6482,4367,30034,5880,73972.9466,CA-7,CL-1C,2791,TA-3
8808,52862.63,CO-13,47760,DO-F,RA-22,FU-10,5334,427,12252,6805,79410.8274,CA-6,CL-15,6165,TA-4
8809,76398.56,CO-E,40330,DO-E,RA-11,FU-23,5150,4644,15585,7890,14278.9371,CA-2B,CL-16,10008,TA-3
8810,41766.23,CO-D,47293,DO-D,RA-17,FU-D,4507,6358,29878,5854,17519.8584,CA-D,CL-7,7220,TA-0
8811,52509.13,CO-6,42091,DO-5,RA-5,FU-22,4840,7698,34636,6746,44341.1182,CA-5,CL-10,2116,TA-1
8812,49152.1,CO-F,29914,DO-0,RA-11,FU-10,5802,4530,22737,4594,79322.7614,CA-4,CL-0,13582,TA-3
8813,62385.46,CO-A,47173,DO-0,RA-25,FU-8,4265,3183,32830,9682,NA,CA-29,CL-15,5530,TA-2
8814,67149.21,CO-D,40019,DO-2,RA-1D,FU-26,5332,10554,24894,9394,36796.227,CA-29,CL-C,557,TA-3
8815,43659.25,CO-1,56987,DO-3,RA-9,FU-26,5696,1953,11047,10048,45281.8585,CA-2B,CL-E,7068,TA-1
8816,59846.2,CO-0,63498,DO-F,RA-B,FU-20,4608,2797,27716,6681,10598.5597,CA-4,CL-22,6109,TA-0
8817,56219.48,CO-11,35846,DO-A,RA-20,FU-11,6191,1382,5522,6854,2270.5575,CA-1C,CL-1D,7571,TA-1
8818,56792.37,CO-3,37618,DO-10,RA-18,FU-29,3864,2435,18535,11477,56275.2736,CA-9,CL-12,4626,TA-3
8819,51691.81,CO-A,39782,DO-2,RA-1E,FU-27,4933,2009,4209,7248,44525.5995,CA-26,CL-5,8818,TA-1
8820,42375.21,CO-11,35623,DO-8,RA-17,FU-27,6322,2879,34403,7787,49480.0292,CA-8,CL-21,4352,TA-1
8821,43096.47,CO-E,27141,DO-D,RA-1,FU-18,4157,10578,30750,4976,31758.5013,CA-1,CL-17,10243,TA-1
8822,35948.52,CO-2,27608,DO-6,RA-26,FU-1B,6944,6022,8258,2801,54184.0622,CA-19,CL-14,912,TA-1
8823,66123.12,CO-4,33883,DO-5,RA-28,FU-1F,7212,386,20341,9151,68364.6928,CA-29,CL-B,2990,TA-3
8824,71251.7,CO-E,19781,DO-B,RA-1B,FU-C,6445,586,26742,2968,48324.247,CA-2C,CL-20,2832,TA-1
8825,47157.97,CO-5,44026,DO-0,RA-F,FU-6,6908,7379,1339,6466,6166.3628,CA-1A,CL-15,11591,TA-1
8826,49312.4,CO-A,47085,DO-10,RA-21,FU-2A,3087,6090,12968,11944,35287.4342,CA-1F,CL-0,1198,TA-3
8827,65913.15,CO-F,28113,DO-0,RA-1B,FU-1F,3803,4144,3788,10973,25775.2061,CA-3,CL-4,11532,TA-0
8828,54330.52,CO-B,42456,DO-0,RA-23,FU-2,6474,5842,12219,8311,38675.697,CA-2D,CL-10,3934,TA-3
8829,37378.77,CO-0,33679,DO-E,RA-28,FU-A,5586,5226,903,9216,14765.7146,CA-F,CL-A,6282,TA-0
8830,55146.35,CO-A,39979,DO-4,RA-16,FU-18,6682,4214,34988,7166,75807.1754,CA-22,CL-24,2766,TA-2
8831,56650.84,CO-9,41216,DO-A,RA-3,FU-B,6150,6379,5360,10803,NA,CA-28,CL-0,6847,TA-1
8832,43715.7,CO-7,44217,DO-1,RA-16,FU-24,7139,3917,23878,9321,71145.5724,CA-25,CL-F,2782,TA-4
8833,53189.25,CO-A,36758,DO-1,RA-1E,FU-1B,5801,6564,4781,10540,14307.9791,CA-26,CL-A,8811,TA-1
8834,44141.26,CO-0,38631,DO-E,RA-4,FU-2A,4760,10931,4525,11410,4194.8459,CA-4,CL-7,10562,TA-0
8835,34872.02,CO-F,57679,DO-7,RA-10,FU-20,2600,2895,10369,3233,46717.2677,CA-1,CL-A,653,TA-2
8836,51235.23,CO-E,56360,DO-3,RA-19,FU-12,5734,4355,13817,10054,42967.8822,CA-6,CL-1F,4984,TA-3
